fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,classification
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.64,50%,3.64,60%,1.09,51%,60%,0.5,striker
Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.60,69%,4.03,48%,1.00,40%,77%,2.0,submission specialist
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6,striker
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1,striker
Joe Taimanglo,"5' 4""",135 lbs.,,,"Jun 27, 1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4,submission specialist
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,39%,3.03,64%,1.34,63%,88%,0.0,striker
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,"Apr 12, 1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0,grappler
Yoshihiro Takayama,"6' 5""",280 lbs.,,Orthodox,"Sep 19, 1968",3.40,54%,5.69,29%,0.67,33%,55%,0.0,striker
Daiju Takase,"6' 0""",170 lbs.,,Southpaw,"Apr 20, 1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2,submission specialist
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,"Dec 08, 1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1,submission specialist
Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,"Jun 10, 1977",3.18,33%,3.16,60%,0.90,45%,66%,0.0,striker
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0,striker
Akihito Tanaka,,,,Southpaw,,0.19,50%,2.05,38%,5.59,66%,0%,0.0,grappler
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.40,38%,43%,0.2,grappler
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2,striker
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0,striker
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,submission specialist
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.00,28%,50%,0.3,striker
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2,striker
Miesha Tate,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 18, 1986",1.93,41%,2.71,50%,2.06,31%,52%,1.6,submission specialist
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5,submission specialist
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5,striker
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.04,41%,2.73,56%,0.97,27%,79%,0.0,striker
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1,submission specialist
Louis Taylor,"5' 11""",185 lbs.,,Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0,grappler
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.20,20%,70%,0.2,striker
J.T Taylor,"5' 10""",,,,,3.17,80%,3.70,26%,3.96,100%,0%,7.9,submission specialist
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2,striker
John Teixeira,"5' 7""",145 lbs.,,Orthodox,"Nov 18, 1986",3.36,35%,3.20,63%,1.00,27%,71%,0.7,striker
Tra Telligman,"6' 2""",233 lbs.,,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0,striker
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.75,47%,3.84,54%,2.04,40%,60%,1.0,submission specialist
Dave Terrel,"5' 8""",170 lbs.,,Southpaw,"May 10, 1978",2.62,43%,2.80,48%,3.28,38%,100%,0.0,grappler
David Terrell,"6' 1""",185 lbs.,,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5,submission specialist
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3,striker
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0,striker
James Terry,"5' 10""",170 lbs.,,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0,grappler
Motonobu Tezuka,"5' 7""",135 lbs.,,Southpaw,"Aug 29, 1987",0.87,23%,2.80,51%,1.50,11%,0%,0.5,grappler
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.70,42%,3.63,52%,1.36,66%,50%,0.7,striker
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",4.19,42%,2.39,53%,1.27,28%,59%,0.0,striker
Din Thomas,"5' 9""",155 lbs.,,Orthodox,"Sep 28, 1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2,submission specialist
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2,submission specialist
Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2,submission specialist
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.80,49%,1.06,100%,35%,2.6,submission specialist
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3,submission specialist
James Thompson,"6' 5""",265 lbs.,,Orthodox,"Dec 16, 1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3,submission specialist
Josh Thornburg,"6' 0""",170 lbs.,,,"May 24, 1984",1.20,50%,3.13,38%,2.00,66%,42%,2.0,submission specialist
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",4.24,43%,2.80,58%,0.32,45%,78%,0.0,striker
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7,submission specialist
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8,grappler
Chris Tickle,"5' 9""",155 lbs.,,,"Feb 01, 1982",1.07,40%,1.13,43%,1.00,25%,20%,2.0,submission specialist
Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.27,46%,2.99,58%,0.54,41%,82%,0.0,striker
Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",7.45,62%,5.42,46%,0.53,6%,100%,0.0,striker
Hideo Tokoro,"5' 7""",135 lbs.,,Orthodox,"Aug 22, 1977",1.78,37%,2.01,65%,0.87,34%,44%,2.3,submission specialist
Anatoly Tokov,"5' 10""",185 lbs.,,,"Feb 17, 1990",3.51,72%,0.54,66%,2.03,100%,100%,0.0,striker
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2.00,38%,78%,0.0,striker
Ilia Topuria,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 21, 1997",2.50,45%,1.87,68%,4.25,55%,100%,4.2,submission specialist
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,"Aug 13, 1975",0.87,26%,1.93,57%,4.00,47%,16%,0.5,grappler
Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",4.37,36%,9.84,50%,1.28,33%,75%,0.0,striker
Alex Torres,"5' 10""",145 lbs.,,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.00,22%,50%,0.0,striker
Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",4.30,47%,3.37,62%,0.68,15%,56%,0.1,striker
Bryan Travers,,155 lbs.,,,"Apr 11, 1983",2.33,48%,3.93,55%,2.00,28%,63%,0.0,striker
Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0.0,striker
Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.90,56%,2.35,47%,75%,0.8,striker
Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991",3.02,53%,2.11,63%,0.40,50%,80%,0.8,striker
Tor Troeng,"6' 2""",185 lbs.,,Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3,striker
Antonio Trocoli,"6' 5""",205 lbs.,"82""",Orthodox,"Dec 06, 1990",1.27,71%,4.56,25%,3.80,100%,100%,3.8,submission specialist
Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",3.11,44%,2.56,60%,1.09,46%,61%,0.6,striker
Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",3.00,40%,3.74,60%,0.42,33%,50%,1.0,submission specialist
Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.35,44%,1.43,62%,3.50,35%,78%,0.0,grappler
Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6,striker
Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4,striker
Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",4.39,45%,4.28,57%,2.98,42%,53%,1.5,submission specialist
Jumabieke Tuerxun,"5' 7""",135 lbs.,,Orthodox,"Apr 17, 1986",1.60,28%,3.08,59%,0.47,11%,66%,0.9,striker
Blair Tugman,"6' 0""",135 lbs.,,,,2.25,53%,0.93,50%,7.50,60%,0%,0.0,grappler
Zubaira Tukhugov,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 15, 1991",2.54,38%,2.53,63%,2.54,46%,100%,0.0,striker
Albert Tumenov,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.20,20%,75%,0.0,striker
Wellington Turman,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 22, 1996",2.75,42%,3.71,45%,2.63,35%,100%,0.9,striker
Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",6.20,47%,4.37,45%,0.71,66%,78%,1.8,submission specialist
Alberto Uda,"6' 3""",185 lbs.,,Orthodox,"Aug 08, 1984",1.79,52%,3.49,45%,2.83,50%,66%,0.0,grappler
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.70,50%,3.25,56%,1.62,45%,82%,0.1,striker
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,"Apr 17, 1976",0.13,21%,1.40,46%,0.50,100%,0%,1.5,submission specialist
Tagir Ulanbekov,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",3.07,37%,3.13,58%,5.00,45%,50%,0.0,grappler
Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",2.23,39%,4.10,59%,0.75,17%,90%,0.0,striker
Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.90,50%,1.95,31%,37%,0.5,grappler
Kengo Ura,"5' 9""",165 lbs.,,,"Jun 20, 1981",1.05,37%,2.38,48%,2.85,28%,50%,1.4,submission specialist
Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.66,54%,2.33,58%,3.22,47%,100%,0.1,striker
Darren Uyenoyama,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",1.34,39%,2.21,66%,1.42,33%,35%,0.7,grappler
Charlie Valencia,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",2.58,37%,2.61,77%,1.40,53%,75%,0.5,striker
Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",3.69,46%,4.09,57%,3.00,45%,31%,1.0,submission specialist
Timur Valiev,"5' 6""",145 lbs.,"67""",Orthodox,"Jan 19, 1990",5.50,71%,1.55,56%,2.73,66%,50%,0.0,striker
Victor Valimaki,"6' 0""",205 lbs.,,Orthodox,,3.94,30%,2.99,67%,0.90,14%,0%,0.0,striker
Isaac Vallie-Flagg,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978",5.56,47%,5.60,45%,0.20,12%,58%,0.0,striker
Mike van Arsdale,"6' 2""",205 lbs.,,Switch,"Jun 20, 1965",1.52,41%,1.91,41%,1.06,14%,37%,0.0,striker
Brianna Van Buren,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993",3.53,41%,3.23,57%,2.50,45%,66%,0.0,striker
Jared Vanderaa,"6' 4""",260 lbs.,"80""",Orthodox,"May 12, 1992",2.75,52%,5.19,33%,1.15,100%,0%,0.0,striker
Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",4.58,44%,5.10,54%,1.13,37%,58%,0.4,striker
Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0,submission specialist
Kazula Vargas,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985",1.84,49%,1.16,54%,0.79,33%,25%,0.0,striker
Jamie Varner,"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984",2.92,34%,2.55,58%,3.49,53%,66%,0.8,grappler
Linton Vassell,"6' 4""",205 lbs.,,,"Jun 03, 1983",3.39,37%,2.13,54%,2.46,50%,50%,0.0,striker
Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",2.43,36%,1.99,72%,2.56,52%,57%,1.5,submission specialist
Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",1.47,41%,2.67,48%,1.00,33%,0%,1.0,submission specialist
Matt Veach,"5' 11""",155 lbs.,,Orthodox,"May 31, 1981",1.12,28%,4.91,44%,3.64,38%,100%,1.5,submission specialist
Joe Vedepo,"6' 0""",185 lbs.,,Orthodox,,1.43,42%,5.71,38%,1.07,20%,0%,0.0,striker
Bojan Velickovic,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",2.18,34%,2.31,57%,0.67,25%,55%,0.5,striker
Cain Velasquez,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",6.37,57%,2.33,57%,5.13,45%,85%,0.4,striker
Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",1.67,44%,2.13,37%,1.93,25%,31%,1.7,submission specialist
Brandon Vera,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",3.03,56%,2.81,52%,0.70,53%,59%,0.2,striker
Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",3.65,49%,3.95,52%,0.78,37%,70%,1.1,submission specialist
Renato Verissimo,"6' 1""",170 lbs.,,Orthodox,"Aug 03, 1973",0.92,48%,1.87,47%,1.46,30%,50%,2.5,submission specialist
Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",4.78,45%,3.19,66%,1.33,45%,78%,0.8,striker
Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",3.05,38%,3.20,57%,0.22,6%,50%,0.0,striker
Guilherme Viana,"6' 4""",205 lbs.,,,,2.92,40%,2.72,59%,1.20,66%,77%,0.0,striker
Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",3.71,41%,3.01,54%,1.12,33%,50%,3.4,submission specialist
James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",4.13,39%,3.31,60%,0.26,33%,57%,0.7,striker
Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2.66,36%,3.84,53%,2.19,48%,92%,0.5,striker
Milton Vieira,"6' 0""",145 lbs.,,Orthodox,"Oct 04, 1978",1.13,35%,2.36,48%,2.67,53%,12%,0.7,grappler
Reginaldo Vieira,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",3.76,40%,2.89,59%,1.97,27%,25%,0.8,striker
Rodolfo Vieira,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",1.66,42%,3.06,42%,7.00,47%,0%,1.6,submission specialist
Alejandro Villalobos,"5' 7""",145 lbs.,,,"Oct 26, 1979",3.93,46%,4.07,67%,1.00,50%,0%,0.0,striker
Gian Villante,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",4.39,43%,5.48,55%,0.46,23%,83%,0.0,striker
Armando Villarreal,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989",3.23,55%,4.30,52%,3.23,25%,0%,0.0,striker
Pablo Villaseca,"5' 7""",155 lbs.,,,"Jan 26, 1987",2.79,42%,3.25,65%,2.50,50%,33%,0.0,striker
Joey Villasenor,"6' 0""",185 lbs.,,Orthodox,"Oct 17, 1975",2.05,38%,3.26,52%,0.71,40%,53%,1.1,submission specialist
Yuri Villefort,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",3.18,43%,5.42,55%,2.00,35%,40%,0.3,striker
Danillo Villefort,"6' 1""",185 lbs.,,Orthodox,"May 08, 1983",2.86,37%,2.40,68%,1.71,66%,33%,1.7,submission specialist
Brandon Visher,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984",2.55,45%,3.76,42%,0.67,20%,0%,0.0,striker
Falaniko Vitale,"5' 10""",185 lbs.,,Orthodox,"Jul 14, 1974",1.88,49%,3.68,47%,0.72,33%,86%,0.0,striker
Bobby Voelker,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979",4.01,35%,5.84,42%,1.04,50%,66%,0.0,striker
Alexander Volkanovski,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",6.02,55%,3.31,60%,2.09,34%,72%,0.3,striker
Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",1.19,34%,1.78,52%,3.19,48%,52%,2.0,submission specialist
Alexander Volkov,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",4.88,59%,2.48,56%,0.66,70%,66%,0.2,striker
Jason Von Flue,"6' 0""",170 lbs.,,Orthodox,"Aug 01, 1975",1.89,36%,3.23,52%,0.62,16%,58%,1.5,submission specialist
Igor Vovchanchyn,"5' 8""",205 lbs.,,Orthodox,"Aug 06, 1973",1.59,49%,0.97,63%,1.19,66%,50%,0.5,striker
Chris Wade,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",1.70,53%,1.75,51%,2.60,51%,55%,1.1,submission specialist
TJ Waldburger,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",2.02,51%,2.39,40%,3.03,46%,40%,4.8,submission specialist
Chase Waldon,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986",1.03,28%,6.72,38%,7.76,33%,0%,0.0,grappler
Herschel Walker,"6' 1""",215 lbs.,,Orthodox,"Mar 03, 1962",3.42,67%,0.45,46%,1.94,100%,100%,0.0,striker
Rodney Wallace,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",1.13,46%,3.44,45%,6.00,54%,28%,1.0,submission specialist
Johnny Walker,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",4.41,72%,3.51,31%,0.40,100%,60%,1.2,submission specialist
Randall Wallace,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989",1.13,38%,4.11,45%,2.13,50%,0%,0.0,grappler
Richard Walsh,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988",3.84,46%,2.72,58%,1.55,40%,66%,0.2,striker
Erick Wanderlei,"6' 1""",205 lbs.,,Orthodox,,0.63,41%,2.66,40%,3.80,66%,0%,1.9,submission specialist
Patrick Walsh,"5' 11""",185 lbs.,,,"Nov 28, 1988",2.03,19%,2.83,64%,3.00,54%,100%,1.5,submission specialist
Dimitiri Wanderley,,205 lbs.,,Orthodox,,0.92,25%,4.31,30%,1.16,20%,0%,0.0,grappler
Curt Warburton,"6' 0""",155 lbs.,"73""",Orthodox,,2.13,42%,3.44,43%,2.35,50%,83%,0.9,grappler
Terrion Ware,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",4.02,32%,6.07,50%,0.50,22%,44%,0.0,striker
Joe Warren,"5' 6""",135 lbs.,,Orthodox,"Oct 31, 1976",2.15,46%,2.39,52%,6.14,46%,60%,0.0,grappler
Kengo Watanabe,"6' 4""",220 lbs.,,Orthodox,"Jan 31, 1976",0.60,40%,3.40,35%,1.00,100%,37%,0.0,grappler
Ron Waterman,"6' 2""",280 lbs.,,Orthodox,"Nov 23, 1965",0.84,50%,1.37,42%,4.19,69%,50%,2.8,submission specialist
Dominic Waters,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989",0.48,23%,2.53,39%,4.07,52%,28%,0.0,grappler
Sam Watford,,155 lbs.,,,,0.13,18%,0.73,62%,2.00,40%,60%,1.0,submission specialist
Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.58,49%,4.00,49%,1.52,34%,67%,0.9,striker
Maka Watson,,155 lbs.,,,"Sep 22, 1984",0.93,37%,1.60,22%,2.00,100%,33%,0.0,grappler
Tom Watson,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",4.01,44%,4.41,50%,0.15,7%,43%,0.0,striker
Brok Weaver,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4,striker
Stephanie Webber,"5' 6""",135 lbs.,,,,0.91,80%,3.85,15%,6.79,40%,0%,0.0,grappler
Jonavin Webb,"5' 10""",170 lbs.,,Orthodox,"Apr 28, 1989",1.47,30%,2.27,64%,2.50,31%,40%,1.0,submission specialist
Royston Wee,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",1.10,60%,2.45,49%,3.38,81%,0%,0.0,grappler
Daniel Weichel,"5' 10""",145 lbs.,"70""",,"Nov 22, 1984",5.71,42%,4.05,61%,0.84,50%,83%,0.0,striker
Chris Weidman,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.03,43%,3.15,52%,3.93,47%,65%,0.9,grappler
Mark Weir,"6' 2""",185 lbs.,,Southpaw,"Sep 19, 1967",1.54,56%,2.50,38%,0.80,50%,25%,2.4,submission specialist
Christian Wellisch,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2,submission specialist
Mike Wessel,"6' 0""",260 lbs.,,Orthodox,"Dec 02, 1977",1.82,56%,6.43,22%,6.29,50%,0%,0.0,grappler
Fabricio Werdum,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2,submission specialist
Sheldon Westcott,"6' 1""",170 lbs.,"71""",Southpaw,"Aug 20, 1984",2.26,40%,3.73,37%,3.23,37%,14%,0.0,grappler
Coty Wheeler,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978",1.88,22%,3.16,59%,0.87,37%,33%,2.6,submission specialist
Vernon White,"6' 0""",205 lbs.,,Southpaw,"Dec 03, 1971",2.11,38%,2.20,54%,0.88,28%,44%,0.0,striker
Alex White,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5,striker
Mike Whitehead,"6' 1""",205 lbs.,,Orthodox,"Jun 29, 1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3,grappler
Robert Whiteford,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983",2.33,46%,1.99,62%,1.90,30%,45%,0.0,striker
Emily Whitmire,"5' 5""",115 lbs.,"63""",Orthodox,"May 24, 1991",2.71,30%,3.08,54%,1.10,50%,70%,0.6,striker
Robert Whittaker,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",4.52,40%,3.44,60%,0.43,27%,84%,0.0,striker
Adam Wieczorek,"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4,striker
Jonathan Wiezorek,"6' 3""",250 lbs.,,Southpaw,"Feb 10, 1978",1.27,58%,5.47,31%,1.91,20%,0%,0.0,grappler
Justin Wilcox,"5' 6""",155 lbs.,,Orthodox,"Mar 12, 1979",3.82,28%,2.63,71%,1.43,16%,100%,0.0,striker
Mike Wilkinson,"5' 7""",145 lbs.,"66""",Orthodox,"Sep 15, 1987",2.35,38%,3.70,35%,0.92,14%,55%,0.9,striker
Rob Wilkinson,"6' 3""",185 lbs.,"80""",Orthodox,"Feb 22, 1992",2.74,50%,5.66,39%,4.47,25%,0%,0.0,grappler
James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978",1.82,45%,2.03,50%,1.27,22%,66%,3.8,submission specialist
Pete Williams,"6' 3""",235 lbs.,,Orthodox,"Jul 10, 1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9,grappler
Carter Williams,"6' 1""",265 lbs.,,Orthodox,,1.55,36%,2.32,58%,2.90,33%,100%,0.0,grappler
Patrick Williams,"5' 8""",135 lbs.,"73""",Orthodox,"Sep 07, 1981",4.12,51%,4.12,52%,2.71,41%,100%,0.5,striker
Tim Williams,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 03, 1986",3.07,38%,3.55,48%,1.81,40%,100%,0.0,striker
Jordan Williams,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 13, 1990",6.07,51%,5.77,35%,0.98,50%,88%,0.0,striker
Justin Willis,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987",3.37,59%,2.57,57%,0.96,66%,36%,0.0,striker
Chris Wilson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6,submission specialist
Jonathan Wilson,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0,striker
Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5,submission specialist
Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",3.40,29%,3.66,69%,0.34,33%,86%,0.1,striker
